fact_id,series_evidence_id,scope,component_key,component_name,catalog_position,variant_key,variant_label,field,label,reference_value,reference_unit,source_reference,source_level,verification_status,comparison_source_type,comparison_source_reference,comparison_value,conflict_note,lifecycle_status,target_sku,reviewed_by,reviewed_date,notes_internal
"602-contact-tip-ecu-1-6mm-overall_length","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-6mm","E-Cu Contact Tip 1.6 mm","overall_length","Catalog Overall Length","30","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-ecu-1-6mm-wire_size","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-ecu-1-6mm","E-Cu Contact Tip 1.6 mm","wire_size","Catalog Wire Size","1.6","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-0mm-presence","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-0mm","CuCrZr Contact Tip 1.0 mm","component_presence","Catalog Component","CuCrZr Contact Tip 1.0 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-cucrzr-1-0mm-material","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-0mm","CuCrZr Contact Tip 1.0 mm","material","Catalog Material Reference","CuCrZr","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-0mm-thread","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-0mm","CuCrZr Contact Tip 1.0 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-0mm-overall_length","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-0mm","CuCrZr Contact Tip 1.0 mm","overall_length","Catalog Overall Length","30","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-0mm-wire_size","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-0mm","CuCrZr Contact Tip 1.0 mm","wire_size","Catalog Wire Size","1.0","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-2mm-presence","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-2mm","CuCrZr Contact Tip 1.2 mm","component_presence","Catalog Component","CuCrZr Contact Tip 1.2 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-cucrzr-1-2mm-material","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-2mm","CuCrZr Contact Tip 1.2 mm","material","Catalog Material Reference","CuCrZr","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-2mm-thread","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-2mm","CuCrZr Contact Tip 1.2 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-2mm-overall_length","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-2mm","CuCrZr Contact Tip 1.2 mm","overall_length","Catalog Overall Length","30","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-2mm-wire_size","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-2mm","CuCrZr Contact Tip 1.2 mm","wire_size","Catalog Wire Size","1.2","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-6mm-presence","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-6mm","CuCrZr Contact Tip 1.6 mm","component_presence","Catalog Component","CuCrZr Contact Tip 1.6 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-cucrzr-1-6mm-material","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-6mm","CuCrZr Contact Tip 1.6 mm","material","Catalog Material Reference","CuCrZr","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-6mm-thread","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-6mm","CuCrZr Contact Tip 1.6 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-6mm-overall_length","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-6mm","CuCrZr Contact Tip 1.6 mm","overall_length","Catalog Overall Length","30","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-1-6mm-wire_size","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-1-6mm","CuCrZr Contact Tip 1.6 mm","wire_size","Catalog Wire Size","1.6","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-2-4mm-presence","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-2-4mm","CuCrZr Contact Tip 2.4 mm","component_presence","Catalog Component","CuCrZr Contact Tip 2.4 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-cucrzr-2-4mm-material","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-2-4mm","CuCrZr Contact Tip 2.4 mm","material","Catalog Material Reference","CuCrZr","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-2-4mm-thread","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-2-4mm","CuCrZr Contact Tip 2.4 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-2-4mm-overall_length","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-2-4mm","CuCrZr Contact Tip 2.4 mm","overall_length","Catalog Overall Length","30","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-cucrzr-2-4mm-wire_size","mig-series-602","variant","contact-tip","Contact Tip","2","contact-tip-cucrzr-2-4mm","CuCrZr Contact Tip 2.4 mm","wire_size","Catalog Wire Size","2.4","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-holder-m8-25-5mm-presence","mig-series-602","variant","tip-holder","Contact Tip Holder","3","contact-tip-holder-m8-25-5mm","Contact Tip Holder M8 x 25.5 mm","component_presence","Catalog Component","Contact Tip Holder M8 x 25.5 mm","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-contact-tip-holder-m8-25-5mm-thread","mig-series-602","variant","tip-holder","Contact Tip Holder","3","contact-tip-holder-m8-25-5mm","Contact Tip Holder M8 x 25.5 mm","thread","Catalog Thread Reference","M8","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-contact-tip-holder-m8-25-5mm-overall_length","mig-series-602","variant","tip-holder","Contact Tip Holder","3","contact-tip-holder-m8-25-5mm","Contact Tip Holder M8 x 25.5 mm","overall_length","Catalog Overall Length","25.5","mm","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-gas-diffuser-dmc-presence","mig-series-602","variant","gas-diffuser","Gas Diffuser","4","gas-diffuser-dmc","Gas Diffuser DMC","component_presence","Catalog Component","Gas Diffuser DMC","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-gas-diffuser-dmc-variant","mig-series-602","variant","gas-diffuser","Gas Diffuser","4","gas-diffuser-dmc","Gas Diffuser DMC","variant","Catalog Variant Reference","DMC","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-gas-diffuser-ceramic-presence","mig-series-602","variant","gas-diffuser","Gas Diffuser","4","gas-diffuser-ceramic","Gas Diffuser Ceramic","component_presence","Catalog Component","Gas Diffuser Ceramic","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-gas-diffuser-ceramic-variant","mig-series-602","variant","gas-diffuser","Gas Diffuser","4","gas-diffuser-ceramic","Gas Diffuser Ceramic","variant","Catalog Variant Reference","Ceramic","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Confirm against the exact supplied candidate."
"602-swan-neck-presence","mig-series-602","variant","swan-neck","Swan Neck","5","swan-neck","Swan Neck","component_presence","Catalog Component","Swan Neck","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-cable-support-spring-presence","mig-series-602","variant","cable-support-spring","Cable Support Spring","6","cable-support-spring","Cable Support Spring","component_presence","Catalog Component","Cable Support Spring","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-rear-handle-presence","mig-series-602","variant","rear-handle","Rear Handle","7","rear-handle","Rear Handle","component_presence","Catalog Component","Rear Handle","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-adaptor-nut-presence","mig-series-602","variant","adaptor-nut","Adaptor Nut","8","adaptor-nut","Adaptor Nut","component_presence","Catalog Component","Adaptor Nut","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-central-connector-presence","mig-series-602","variant","central-connector","Central Connector","9","central-connector","Central Connector","component_presence","Catalog Component","Central Connector","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
"602-nut-m10x1-presence","mig-series-602","variant","connector-nut","Connector Nut","10","nut-m10x1","Nut M10 x 1","component_presence","Catalog Component","Nut M10 x 1","","Renqiu Ailesen welding catalog PDF page 14 (catalog pages 21-22).","A","NEEDS_FACTORY_CONFIRMATION","","","","","evidence_only","","Official company catalog and OEM catalog review","2026-08-28","Company-catalog candidate only; the page header and complete-torch designation conflict."
